page,value,x,y
/~nmchenry1/index_charts.html,8243.699951,437,652
/~nmchenry1/index_charts.html,8260.699951,421,643
/~nmchenry1/index_charts.html,8277.699951,408,631
/~nmchenry1/index_charts.html,8293.699951,378,577
/~nmchenry1/index_charts.html,8298,376,552
/~nmchenry1/index_charts.html,8310.699951,371,515
/~nmchenry1/index_charts.html,8327.699951,376,477
/~nmchenry1/index_charts.html,8343.699951,379,466
/~nmchenry1/index_charts.html,8360.699951,387,448
/~nmchenry1/index_charts.html,8362,376,553
/~nmchenry1/index_charts.html,8377.699951,395,436
/~nmchenry1/index_charts.html,8393.699951,398,432
/~nmchenry1/index_charts.html,8410.699951,400,430
/~nmchenry1/index_charts.html,8426.699951,401,428
/~nmchenry1/index_charts.html,8460.699951,402,428
/~nmchenry1/index_charts.html,8545,376,554
/~nmchenry1/index_charts.html,8595,376,555
/~nmchenry1/index_charts.html,8628,379,556
/~nmchenry1/index_charts.html,8645,380,558
/~nmchenry1/index_charts.html,8662,383,559
/~nmchenry1/index_charts.html,8678,392,565
/~nmchenry1/index_charts.html,8696,398,569
/~nmchenry1/index_charts.html,8713,411,575
/~nmchenry1/index_charts.html,8728,421,581
/~nmchenry1/index_charts.html,8743.699951,403,427
/~nmchenry1/index_charts.html,8745,434,585
/~nmchenry1/index_charts.html,8760.699951,408,422
/~nmchenry1/index_charts.html,8762,440,587
/~nmchenry1/index_charts.html,8777.699951,412,418
/~nmchenry1/index_charts.html,8779,452,589
/~nmchenry1/index_charts.html,8794,459,590
/~nmchenry1/index_charts.html,8794.699951,416,414
/~nmchenry1/index_charts.html,8809.699951,419,411
/~nmchenry1/index_charts.html,8828.699951,420,410
/~nmchenry1/index_charts.html,8860.699951,420,409
/~nmchenry1/index_charts.html,8944.699951,421,409
/~nmchenry1/index_charts.html,8960.699951,421,408
/~nmchenry1/index_charts.html,8977.699951,421,407
/~nmchenry1/index_charts.html,8993.699951,423,407
/~nmchenry1/index_charts.html,9029.699951,424,406
/~nmchenry1/index_charts.html,9093.699951,425,406
/~nmchenry1/index_charts.html,9111.699951,425,405
/~nmchenry1/index_charts.html,9128,461,591
/~nmchenry1/index_charts.html,9145,471,595
/~nmchenry1/index_charts.html,9162,536,615
/~nmchenry1/index_charts.html,9179,603,635
